gene_set_source,gene_set_id,gene_set_label,gene_set_type,gene_set_size,cell_class,within_species_meanROC,human_meanROC,marmoset_meanROC,mouse_meanROC,human_marmoset_meanROC,human_mouse_meanROC,marmoset_mouse_meanROC
HGNC,742,Shisa family members,Other,8,GABAergic,0.73224495,0.708634968,0.703982024,0.784117859,0.644003715,0.616897869,0.564866123
HGNC,50,ADAM metallopeptidases with thrombospondin type 1 motif,Other,19,Glutamatergic,0.731825683,0.752609199,0.727089573,0.715778275,0.605540684,0.60733862,0.518297747
HGNC,220,Peptide receptors,Signaling,60,Glutamatergic,0.730690313,0.796916005,0.722989957,0.672164979,0.610995437,0.593917885,0.613328635
HGNC,438,Sialyltransferases,Cell Adhesion,20,GABAergic,0.729269081,0.731790992,0.697521914,0.758494337,0.628224656,0.560855094,0.557080132
SynGO,GO:0030285,integral component of synaptic vesicle membrane,Signaling,44,Glutamatergic,0.728531019,0.717355847,0.695090992,0.773146217,0.633855394,0.604635646,0.65882609
HGNC,752,Solute carriers,Other,423,GABAergic,0.728447189,0.733222837,0.720262953,0.731855776,0.615679458,0.554860288,0.604337483
HGNC,901,Metzincin metallopeptidases,Other,78,Glutamatergic,0.728303676,0.786550339,0.687513512,0.710847176,0.589024729,0.560549386,0.524050194
HGNC,1292,AH/BAR superfamily,Other,82,Glutamatergic,0.727657892,0.761070934,0.710355504,0.711547239,0.62887298,0.594126646,0.563124722
HGNC,28,Zinc fingers C2H2-type,Other,720,GABAergic,0.726310581,0.72329605,0.680722309,0.774913384,0.639476585,0.648278721,0.624020852
HGNC,471,CD molecules,Other,394,Glutamatergic,0.72613872,0.7396017,0.736868386,0.701946073,0.62928817,0.53652536,0.583471062
HGNC,1303,Adenosine deaminases acting on RNA,Other,8,GABAergic,0.72514608,0.733121944,0.702808982,0.739507314,0.709821621,0.720060512,0.488524464
HGNC,1625,AGC family kinases,Other,58,Glutamatergic,0.72431124,0.7494293,0.685775206,0.737729215,0.596750677,0.541628737,0.550097602
SynGO,GO:0099147,extrinsic component of postsynaptic density membrane,Signaling,7,GABAergic,0.724050887,0.752382433,0.657032644,0.762737584,0.62175039,0.634993494,0.51021094
HGNC,403,Ankyrin repeat domain containing,Other,244,GABAergic,0.723348854,0.757543263,0.70511892,0.70738438,0.63496814,0.55549573,0.561174279
SynGO,GO:0099509,regulation of presynaptic cytosolic calcium levels,Signaling,16,GABAergic,0.721365182,0.737323458,0.642136382,0.784635705,0.622555025,0.634029459,0.553206201
SynGO,GO:0099523,presynaptic cytosol,Signaling,28,Glutamatergic,0.720869079,0.713346727,0.69003758,0.759222932,0.604060712,0.570458448,0.567786767
HGNC,901,Metzincin metallopeptidases,Other,78,GABAergic,0.720016974,0.793244899,0.633636341,0.733169681,0.578805167,0.49519983,0.540781045
HGNC,1909,Contactins,Cell Adhesion,6,GABAergic,0.71943839,0.732423177,0.646162471,0.779729522,0.601843554,0.580531381,0.491173873
HGNC,170,"5-hydroxytryptamine receptors, G protein-coupled",Signaling,13,Glutamatergic,0.718776337,0.728203052,0.718651503,0.709474455,0.615153509,0.592759025,0.536247647
HGNC,1512,Calcium voltage-gated channel alpha1 subunits,Ion Channel,10,GABAergic,0.718570039,0.757561787,0.683443181,0.714705149,0.652975368,0.611396732,0.606336367
HGNC,171,5-hydroxytryptamine receptors,Signaling,18,Glutamatergic,0.718201745,0.726937323,0.715840651,0.71182726,0.614432723,0.592806671,0.53752482
HGNC,775,Trinucleotide repeat containing,Other,25,GABAergic,0.716547458,0.758751861,0.674454476,0.716436038,0.658455254,0.625556149,0.595633672
HGNC,171,5-hydroxytryptamine receptors,Signaling,18,GABAergic,0.715545869,0.734695766,0.679518732,0.732423107,0.598241988,0.53525928,0.549509311
HGNC,467,Phospholipases,Other,42,GABAergic,0.715144963,0.747854851,0.704559096,0.693020942,0.662226768,0.550360447,0.507144989
HGNC,1179,Sushi domain containing,Other,57,GABAergic,0.715011415,0.76271547,0.682258873,0.700059903,0.601627916,0.558133575,0.488658854
SynGO,GO:0099092,"postsynaptic density, intracellular component",Signaling,38,GABAergic,0.714870688,0.729549474,0.662241441,0.75282115,0.633349312,0.589614699,0.574883746
SynGO,GO:0099175,regulation of postsynapse organization,Signaling,50,GABAergic,0.712967081,0.72334954,0.660877936,0.754673765,0.594706204,0.578241052,0.538252022
HGNC,170,"5-hydroxytryptamine receptors, G protein-coupled",Signaling,13,GABAergic,0.712691675,0.731272869,0.684904915,0.721897241,0.60207709,0.52700269,0.55166254
HGNC,58,Ring finger proteins,Other,304,Glutamatergic,0.711396328,0.74731925,0.689445638,0.697424095,0.60763509,0.544426233,0.523939742
HGNC,1292,AH/BAR superfamily,Other,82,GABAergic,0.710452037,0.733513518,0.692470425,0.705372169,0.602453061,0.563744007,0.58835059
HGNC,722,Dbl family Rho GEFs,Other,73,GABAergic,0.709587633,0.745370341,0.655470743,0.727921816,0.577880533,0.518957098,0.602241097
HGNC,410,Sulfatases,Other,18,Glutamatergic,0.709446596,0.738098197,0.675358194,0.714883395,0.60429694,0.572157834,0.504987626
HGNC,50,ADAM metallopeptidases with thrombospondin type 1 motif,Other,19,GABAergic,0.7088822,0.770803123,0.673768055,0.682075423,0.583580113,0.465449831,0.549802085
SynGO,GO:0099151,regulation of postsynaptic density assembly,Signaling,14,GABAergic,0.708176355,0.71715959,0.68639698,0.720972495,0.63742794,0.557063253,0.539847986
HGNC,592,C2-set domain containing,Other,40,Glutamatergic,0.707745472,0.716334728,0.699568479,0.707333209,0.623307636,0.519475189,0.583944777
SynGO,GO:0098882,structural constituent of active zone,Signaling,8,Glutamatergic,0.707299485,0.734660611,0.710446847,0.676790998,0.650456976,0.521875684,0.576500104
HGNC,1923,AH/BAR family Rho GTPase activating proteins,Other,14,Glutamatergic,0.706379636,0.709184795,0.70730631,0.702647803,0.616077761,0.584040931,0.510174503
HGNC,1293,FERM domain containing,Other,50,Glutamatergic,0.705835251,0.77891755,0.707438837,0.631149366,0.627837393,0.578231997,0.542026444
HGNC,249,Transient receptor potential cation channels,Ion Channel,28,Glutamatergic,0.705570229,0.719685562,0.677025366,0.719999759,0.584524613,0.58293669,0.581824778
SynGO,GO:0016082,synaptic vesicle priming,Signaling,11,GABAergic,0.705360246,0.7519232,0.675466479,0.68869106,0.620234609,0.566927684,0.562124452
HGNC,861,BTB domain containing,Other,134,Glutamatergic,0.704934762,0.723473813,0.709630652,0.681699822,0.629890301,0.566560906,0.569344189
SynGO,GO:0099092,"postsynaptic density, intracellular component",Signaling,38,Glutamatergic,0.704597396,0.714850841,0.664874961,0.734066387,0.624838802,0.598999742,0.570329808
HGNC,1288,F-BAR domain containing ,Other,23,Glutamatergic,0.704484024,0.736538355,0.702500504,0.674413212,0.637324982,0.613004679,0.595753814
HGNC,656,Myosins,Other,40,GABAergic,0.703625416,0.745637234,0.68791877,0.677320242,0.65715985,0.519150471,0.52825321
HGNC,542,Receptor ligands,Signaling,389,Glutamatergic,0.70353057,0.745276667,0.651145366,0.714169677,0.563803127,0.520335562,0.642910092
HGNC,570,Proteoglycans,Other,38,GABAergic,0.703361106,0.747304189,0.683102565,0.679676563,0.540511159,0.518424187,0.557806122
SynGO,GO:0099523,presynaptic cytosol,Signaling,28,GABAergic,0.701385023,0.67284386,0.682693093,0.748618116,0.587026792,0.556653018,0.56473859
HGNC,832,C2 domain containing phospholipases,Other,19,GABAergic,0.701240641,0.765352441,0.69513873,0.643230752,0.66167799,0.541515725,0.532372347
HGNC,1536,DOCK family Rho GEFs,Other,11,GABAergic,0.700616368,0.772197509,0.644409067,0.685242527,0.58594409,0.559053633,0.501477656
SynGO,GO:0098882,structural constituent of active zone,Signaling,8,GABAergic,0.700379204,0.743400557,0.661899349,0.695837707,0.608582722,0.570577473,0.543911758
HGNC,1302,Adenosine deaminase family,Other,14,GABAergic,0.700080408,0.71082426,0.679816301,0.709600663,0.683606136,0.689391255,0.48871685
HGNC,775,Trinucleotide repeat containing,Other,25,Glutamatergic,0.700020782,0.717715156,0.714913884,0.667433306,0.66674024,0.570081728,0.605303938
HGNC,829,Copines,Other,9,Glutamatergic,0.699945779,0.705037617,0.635858546,0.758941175,0.589036106,0.597021847,0.526886377
HGNC,562,Gamma-aminobutyric acid (GABA) receptors,Signaling,21,Glutamatergic,0.698196227,0.739101845,0.651361321,0.704125514,0.578496045,0.55446333,0.574385155
HGNC,24,Cadherin related,Cell Adhesion,17,Glutamatergic,0.696264853,0.657723086,0.737144552,0.693926921,0.626740963,0.470638017,0.522603887
SynGO,GO:0099060,integral component of postsynaptic specialization membrane,Signaling,40,Glutamatergic,0.695484081,0.708092257,0.666940637,0.71141935,0.595753954,0.550804175,0.5924741
HGNC,1293,FERM domain containing,Other,50,GABAergic,0.695452133,0.726098675,0.6706675,0.689590223,0.611752367,0.54661975,0.575014124
HGNC,403,Ankyrin repeat domain containing,Other,244,Glutamatergic,0.69533353,0.70325116,0.692100122,0.690649309,0.60653466,0.549103059,0.553276843
HGNC,1218,LIM domain containing,Other,73,Glutamatergic,0.693984045,0.708236049,0.661262081,0.712454003,0.569702965,0.567913922,0.537155835
HGNC,1178,Diacylglycerol kinases,Other,10,Glutamatergic,0.693754157,0.744480126,0.680285141,0.656497202,0.623143845,0.550217767,0.567306581
SynGO,GO:0150037,regulation of calcium-dependent activation of synaptic vesicle fusion,Signaling,7,Glutamatergic,0.693471494,0.702707089,0.695537461,0.682169933,0.616979842,0.52718366,0.54901106
HGNC,570,Proteoglycans,Other,38,Glutamatergic,0.693164233,0.70850154,0.651735149,0.71925601,0.547622475,0.531476008,0.506836591
HGNC,1625,AGC family kinases,Other,58,GABAergic,0.692632536,0.708002535,0.676556968,0.693338106,0.576331556,0.532714636,0.560070287
HGNC,861,BTB domain containing,Other,134,GABAergic,0.692192342,0.709030071,0.66227459,0.705272366,0.611619224,0.578900882,0.566392445
HGNC,175,Cholinergic receptors,Signaling,21,GABAergic,0.691827914,0.737836479,0.626680277,0.710966986,0.619982933,0.595007938,0.590203944
HGNC,433,Polypeptide N-acetylgalactosaminyltransferases,Other,20,GABAergic,0.690816048,0.678301234,0.707165725,0.686981186,0.597977104,0.515930797,0.530726452
HGNC,1288,F-BAR domain containing ,Other,23,GABAergic,0.690365452,0.706606038,0.662624893,0.701865426,0.599575986,0.601295403,0.603153505
SynGO,GO:0014069,postsynaptic density,Signaling,109,Glutamatergic,0.689935427,0.672745577,0.673054202,0.724006502,0.605887229,0.55841376,0.568674876
HGNC,396,A-kinase anchoring proteins,Other,31,Glutamatergic,0.689364436,0.736220007,0.669411721,0.66246158,0.594598177,0.503142194,0.510709856
SynGO,GO:0099508,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,Signaling,16,GABAergic,0.688681078,0.677769391,0.615713559,0.772560284,0.575894869,0.523493091,0.589317291
SynGO,GO:0014069,postsynaptic density,Signaling,109,GABAergic,0.688051052,0.678340319,0.646348312,0.739464525,0.575324151,0.571138523,0.56065822
SynGO,GO:0099509,regulation of presynaptic cytosolic calcium levels,Signaling,16,Glutamatergic,0.68706669,0.769369918,0.618663551,0.673166601,0.604387823,0.576034454,0.607346379
SynGO,GO:0099149,regulation of postsynaptic neurotransmitter receptor endocytosis,Signaling,27,Glutamatergic,0.686011929,0.675839977,0.647275762,0.734920048,0.581355779,0.563749524,0.545374878
HGNC,358,Ras small GTPases superfamily,Other,163,Glutamatergic,0.68560659,0.715648183,0.664894112,0.676277474,0.606510332,0.560154765,0.522138133
SynGO,GO:0098850,extrinsic component of synaptic vesicle membrane,Signaling,11,Glutamatergic,0.684867975,0.728168487,0.686350115,0.640085324,0.631972708,0.593078231,0.548293832
HGNC,563,Gamma-aminobutyric acid type A receptor subunits,Signaling,19,Glutamatergic,0.68454316,0.724235721,0.649669738,0.67972402,0.576360452,0.556442151,0.579974646
HGNC,1512,Calcium voltage-gated channel alpha1 subunits,Ion Channel,10,Glutamatergic,0.682775397,0.701466406,0.666296032,0.680563755,0.616131084,0.557767327,0.592940435
HGNC,973,Proprotein convertase subtilisin/kexin family,Other,9,Glutamatergic,0.682755358,0.738559668,0.646058827,0.66364758,0.592626984,0.595424505,0.536192319
SynGO,GO:0098890,extrinsic component of postsynaptic membrane,Signaling,6,Glutamatergic,0.681450509,0.708973244,0.700123283,0.635254999,0.610815659,0.515824732,0.503231644
HGNC,1431,Heterotrimeric G proteins,Other,32,Glutamatergic,0.680939053,0.705956036,0.643224092,0.693637031,0.600728761,0.549983724,0.531127686
HGNC,420,Basic helix-loop-helix proteins,Other,110,GABAergic,0.680385622,0.686821193,0.626240575,0.728095099,0.600317735,0.587394542,0.542214995
HGNC,21,Non-clustered protocadherins,Cell Adhesion,12,Glutamatergic,0.680287326,0.723664721,0.655546574,0.661650684,0.609249352,0.586731973,0.552433003
HGNC,19,Protocadherins,Cell Adhesion,76,Glutamatergic,0.680287326,0.723664721,0.655546574,0.661650684,0.609249352,0.586731973,0.552433003
HGNC,904,Membrane associated guanylate kinases,Other,26,GABAergic,0.679037356,0.639294887,0.713899818,0.683917362,0.610814024,0.582820362,0.528332898
SynGO,GO:0098890,extrinsic component of postsynaptic membrane,Signaling,6,GABAergic,0.679017265,0.658483943,0.740668209,0.637899642,0.641641879,0.50178517,0.510422106
HGNC,179,Sodium channels,Ion Channel,23,GABAergic,0.67857524,0.722454768,0.652638038,0.660632913,0.595346669,0.591178386,0.526409736
HGNC,759,StAR related lipid transfer domain containing,Other,15,Glutamatergic,0.678118045,0.709896017,0.641608299,0.682849819,0.616072851,0.554872918,0.498273795
SynGO,GO:0099026,anchored component of presynaptic membrane,Signaling,8,GABAergic,0.677248138,0.687128192,0.605320905,0.739295318,0.575203542,0.546887293,0.516438478
SynGO,GO:0150037,regulation of calcium-dependent activation of synaptic vesicle fusion,Signaling,7,GABAergic,0.67683083,0.709728936,0.654734695,0.66602886,0.596258574,0.531711722,0.545374814
HGNC,1630,Calmodulin dependent protein kinases,Other,11,GABAergic,0.676397371,0.681113118,0.630690634,0.71738836,0.588795802,0.582329198,0.553445346
HGNC,661,Netrins,Cell Adhesion,6,Glutamatergic,0.675726904,0.672168035,0.67741304,0.677599636,0.570322609,0.571083495,0.50843923
HGNC,1604,BAF complex,Other,26,Glutamatergic,0.675192239,0.674096391,0.662400304,0.689080021,0.631682936,0.602545404,0.621494801
SynGO,GO:0099175,regulation of postsynapse organization,Signaling,50,Glutamatergic,0.674911109,0.674136526,0.629837595,0.720759204,0.583713124,0.543180868,0.557257038
SynGO,GO:0099054,presynapse assembly,Signaling,13,Glutamatergic,0.674908024,0.697443915,0.70592348,0.621356677,0.650738987,0.485317928,0.544199904
HGNC,617,Kelch like,Other,42,Glutamatergic,0.674391975,0.694534549,0.681836733,0.646804645,0.629867172,0.549286034,0.540131106
HGNC,1492,Armadillo-like helical domain containing,Other,334,Glutamatergic,0.673830144,0.698549256,0.674295497,0.64864568,0.591788932,0.537132568,0.532433716
HGNC,1218,LIM domain containing,Other,73,GABAergic,0.673783729,0.671322839,0.669044465,0.680983883,0.601335627,0.553539425,0.55406965
HGNC,1278,SPARC family,Other,8,GABAergic,0.670900221,0.750824945,0.63611244,0.625763277,0.568271187,0.549651992,0.48749567
SynGO,GO:0099173,postsynapse organization,Signaling,19,Glutamatergic,0.670093072,0.693388347,0.634007308,0.682883562,0.620429103,0.594663644,0.504349375
HGNC,1604,BAF complex,Other,26,GABAergic,0.669759455,0.661804349,0.658154785,0.689319233,0.63850783,0.60836782,0.607537054
HGNC,1178,Diacylglycerol kinases,Other,10,GABAergic,0.669358798,0.653739588,0.620699176,0.73363763,0.574281766,0.568278133,0.517667076
HGNC,71,Nuclear hormone receptors,Signaling,49,GABAergic,0.669333519,0.67199717,0.613352175,0.722651211,0.578174818,0.559503901,0.593044361
HGNC,1160,Integrin alpha subunits,Other,18,GABAergic,0.669230327,0.700879356,0.616542531,0.690269093,0.576237712,0.480369126,0.482253785
HGNC,1650,Glycoside hydrolases,Other,92,Glutamatergic,0.668982873,0.68147685,0.672935417,0.652536353,0.593053603,0.516107638,0.526856989
SynGO,GO:0097091,synaptic vesicle clustering,Signaling,7,Glutamatergic,0.668767781,0.710722427,0.684364005,0.611216911,0.608318276,0.594776708,0.536689296
HGNC,527,CUT class homeoboxes and pseudogenes,Other,9,GABAergic,0.668752513,0.681968468,0.644621423,0.679667648,0.614589927,0.56629087,0.674654272
HGNC,169,Adrenoceptors,Signaling,9,Glutamatergic,0.668461497,0.685473469,0.660934479,0.658976542,0.635941121,0.595821627,0.534773691
HGNC,741,SH2 domain containing,Other,101,Glutamatergic,0.668214237,0.733370061,0.623281457,0.647991192,0.499658533,0.524745188,0.521875304
SynGO,GO:0043083,synaptic cleft,Signaling,14,Glutamatergic,0.667071353,0.70844989,0.604155266,0.688608904,0.556470371,0.56893673,0.515468614
HGNC,1432,G protein subunits gamma,Signaling,13,GABAergic,0.666839257,0.737295097,0.638567269,0.624655405,0.600731134,0.536032808,0.495829652
HGNC,1661,Chordin family,Other,5,Glutamatergic,0.666641718,0.730563606,0.584116761,0.685244786,0.542533425,0.523724817,0.565159805
SynGO,GO:0099054,presynapse assembly,Signaling,13,GABAergic,0.666395403,0.686922525,0.635226375,0.677037311,0.601994335,0.544259506,0.50306833
HGNC,1932,Transforming growth factor beta superfamily,Other,34,GABAergic,0.666357804,0.696273648,0.639005131,0.663794633,0.548520885,0.54301599,0.503892091
HGNC,973,Proprotein convertase subtilisin/kexin family,Other,9,GABAergic,0.665860666,0.674981272,0.679448311,0.643152415,0.528640157,0.589016603,0.539120007
HGNC,1492,Armadillo-like helical domain containing,Other,334,GABAergic,0.665119685,0.684678614,0.654038392,0.65664205,0.577293941,0.53263519,0.548108693
HGNC,597,Integrins,Other,27,Glutamatergic,0.665008658,0.735500035,0.61468526,0.644840677,0.551849105,0.46993244,0.50884238
HGNC,483,Chemokine ligands,Other,45,GABAergic,0.664087124,0.724009158,0.613011725,0.655240487,0.531663148,0.635447591,0.49497973
HGNC,358,Ras small GTPases superfamily,Other,163,GABAergic,0.663345825,0.705490761,0.629150469,0.655396247,0.586878825,0.551718954,0.567182504
HGNC,1065,Insulin like growth factor binding proteins,Other,6,Glutamatergic,0.663234319,0.722752088,0.611351281,0.655599588,0.561720558,0.538524229,0.504823269
HGNC,526,TALE class homeoboxes and pseudogenes,Other,27,GABAergic,0.662436492,0.609387911,0.670506895,0.70741467,0.595000818,0.585281858,0.53420559
HGNC,1414,IgCAM CXADR-related subfamily,Cell Adhesion,8,GABAergic,0.662226737,0.672928137,0.64037544,0.673376633,0.618788196,0.592441925,0.487654669
